
rtarget:     file format elf64-x86-64


Disassembly of section .init:

0000000000001000 <_init>:
    1000:	f3 0f 1e fa          	endbr64 
    1de8:	8b 44 24 18          	mov    0x18(%rsp),%eax
    1dec:	69 c0 cb 96 00 00    	imul   $0x96cb,%eax,%eax
    1df2:	89 44 24 18          	mov    %eax,0x18(%rsp)
    1df6:	8b 44 24 1c          	mov    0x1c(%rsp),%eax
    1dfa:	69 c0 41 d6 00 00    	imul   $0xd641,%eax,%eax
    1e00:	89 44 24 1c          	mov    %eax,0x1c(%rsp)
    1e04:	8b 04 24             	mov    (%rsp),%eax
    1e07:	69 c0 88 8d 00 00    	imul   $0x8d88,%eax,%eax
    1e0d:	89 04 24             	mov    %eax,(%rsp)
    1e10:	8b 44 24 18          	mov    0x18(%rsp),%eax
    1e14:	69 c0 1d b7 00 00    	imul   $0xb71d,%eax,%eax
    1e1a:	89 44 24 18          	mov    %eax,0x18(%rsp)
    1e1e:	8b 44 24 1c          	mov    0x1c(%rsp),%eax
    1e22:	69 c0 e3 7c 00 00    	imul   $0x7ce3,%eax,%eax
    1e28:	89 44 24 1c          	mov    %eax,0x1c(%rsp)
    1e2c:	8b 44 24 04          	mov    0x4(%rsp),%eax
    1e30:	69 c0 2d 55 00 00    	imul   $0x552d,%eax,%eax
    1e36:	89 44 24 04          	mov    %eax,0x4(%rsp)
    1e3a:	b8 00 00 00 00       	mov    $0x0,%eax
    1e3f:	ba 00 00 00 00       	mov    $0x0,%edx
    1e44:	83 f8 09             	cmp    $0x9,%eax
    1e47:	77 0c                	ja     1e55 <scramble+0x4e5>
    1e49:	89 c1                	mov    %eax,%ecx
    1e4b:	8b 0c 8c             	mov    (%rsp,%rcx,4),%ecx
    1e4e:	01 ca                	add    %ecx,%edx
    1e50:	83 c0 01             	add    $0x1,%eax
    1e53:	eb ef                	jmp    1e44 <scramble+0x4d4>
    1e55:	48 8b 44 24 28       	mov    0x28(%rsp),%rax
    1e5a:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
    1e61:	00 00 
    1e63:	75 07                	jne    1e6c <scramble+0x4fc>
    1e65:	89 d0                	mov    %edx,%eax
    1e67:	48 83 c4 38          	add    $0x38,%rsp
    1e6b:	c3                   	retq   
    1e6c:	e8 4f f4 ff ff       	callq  12c0 <__stack_chk_fail@plt>

0000000000001e71 <getbuf>:
    1e71:	f3 0f 1e fa          	endbr64 
    1e75:	48 83 ec 38          	sub    $0x38,%rsp
    1e79:	48 89 e7             	mov    %rsp,%rdi
    1e7c:	e8 82 04 00 00       	callq  2303 <Gets>
    1e81:	b8 01 00 00 00       	mov    $0x1,%eax
    1e86:	48 83 c4 38          	add    $0x38,%rsp
    1e8a:	c3                   	retq   

0000000000001e8b <touch1>:
    1e8b:	f3 0f 1e fa          	endbr64 
    1e8f:	50                   	push   %rax
    1e90:	58                   	pop    %rax
    1e91:	48 83 ec 08          	sub    $0x8,%rsp
    1e95:	c7 05 21 55 00 00 01 	movl   $0x1,0x5521(%rip)        # 73c0 <vlevel>
    1e9c:	00 00 00 
    1e9f:	48 8d 3d f6 23 00 00 	lea    0x23f6(%rip),%rdi        # 429c <_IO_stdin_used+0x29c>
    1ea6:	e8 f5 f3 ff ff       	callq  12a0 <puts@plt>
    1eab:	bf 01 00 00 00       	mov    $0x1,%edi
    1eb0:	e8 9d 05 00 00       	callq  2452 <validate>
    1eb5:	bf 00 00 00 00       	mov    $0x0,%edi
    1eba:	e8 41 f5 ff ff       	callq  1400 <exit@plt>

0000000000001ebf <touch2>:
    1ebf:	f3 0f 1e fa          	endbr64 
    1ec3:	50                   	push   %rax
    1ec4:	58                   	pop    %rax
    1ec5:	48 83 ec 08          	sub    $0x8,%rsp
    1ec9:	89 fa                	mov    %edi,%edx
    1ecb:	c7 05 eb 54 00 00 02 	movl   $0x2,0x54eb(%rip)        # 73c0 <vlevel>
    1ed2:	00 00 00 
    1ed5:	39 3d ed 54 00 00    	cmp    %edi,0x54ed(%rip)        # 73c8 <cookie>
    1edb:	74 2a                	je     1f07 <touch2+0x48>
    1edd:	48 8d 35 04 24 00 00 	lea    0x2404(%rip),%rsi        # 42e8 <_IO_stdin_used+0x2e8>
    1ee4:	bf 01 00 00 00       	mov    $0x1,%edi
    1ee9:	b8 00 00 00 00       	mov    $0x0,%eax
    1eee:	e8 bd f4 ff ff       	callq  13b0 <__printf_chk@plt>
    1ef3:	bf 02 00 00 00       	mov    $0x2,%edi
    1ef8:	e8 29 06 00 00       	callq  2526 <fail>
    1efd:	bf 00 00 00 00       	mov    $0x0,%edi
    1f02:	e8 f9 f4 ff ff       	callq  1400 <exit@plt>
    1f07:	48 8d 35 b2 23 00 00 	lea    0x23b2(%rip),%rsi        # 42c0 <_IO_stdin_used+0x2c0>
    1f0e:	bf 01 00 00 00       	mov    $0x1,%edi
    1f13:	b8 00 00 00 00       	mov    $0x0,%eax
    1f18:	e8 93 f4 ff ff       	callq  13b0 <__printf_chk@plt>
    1f1d:	bf 02 00 00 00       	mov    $0x2,%edi
    1f22:	e8 2b 05 00 00       	callq  2452 <validate>
    1f27:	eb d4                	jmp    1efd <touch2+0x3e>

0000000000001f29 <hexmatch>:
    1f29:	f3 0f 1e fa          	endbr64 
    1f2d:	41 55                	push   %r13
    1f2f:	41 54                	push   %r12
    1f31:	55                   	push   %rbp
    1f32:	53                   	push   %rbx
    1f33:	48 81 ec 88 00 00 00 	sub    $0x88,%rsp
    1f3a:	89 fd                	mov    %edi,%ebp
    1f3c:	48 89 f3             	mov    %rsi,%rbx
    1f3f:	41 bc 28 00 00 00    	mov    $0x28,%r12d
    1f45:	64 49 8b 04 24       	mov    %fs:(%r12),%rax
    1f4a:	48 89 44 24 78       	mov    %rax,0x78(%rsp)
    1f4f:	31 c0                	xor    %eax,%eax
    1f51:	e8 2a f4 ff ff       	callq  1380 <random@plt>
    1f56:	48 89 c1             	mov    %rax,%rcx
    1f59:	48 ba 0b d7 a3 70 3d 	movabs $0xa3d70a3d70a3d70b,%rdx
    1f60:	0a d7 a3 
    1f63:	48 f7 ea             	imul   %rdx
    1f66:	48 01 ca             	add    %rcx,%rdx
    1f69:	48 c1 fa 06          	sar    $0x6,%rdx
    1f6d:	48 89 c8             	mov    %rcx,%rax
    1f70:	48 c1 f8 3f          	sar    $0x3f,%rax
    1f74:	48 29 c2             	sub    %rax,%rdx
    1f77:	48 8d 04 92          	lea    (%rdx,%rdx,4),%rax
    1f7b:	48 8d 04 80          	lea    (%rax,%rax,4),%rax
    1f7f:	48 c1 e0 02          	shl    $0x2,%rax
    1f83:	48 29 c1             	sub    %rax,%rcx
    1f86:	4c 8d 2c 0c          	lea    (%rsp,%rcx,1),%r13
    1f8a:	41 89 e8             	mov    %ebp,%r8d
    1f8d:	48 8d 0d 25 23 00 00 	lea    0x2325(%rip),%rcx        # 42b9 <_IO_stdin_used+0x2b9>
    1f94:	48 c7 c2 ff ff ff ff 	mov    $0xffffffffffffffff,%rdx
    1f9b:	be 01 00 00 00       	mov    $0x1,%esi
    1fa0:	4c 89 ef             	mov    %r13,%rdi
    1fa3:	b8 00 00 00 00       	mov    $0x0,%eax
    1fa8:	e8 93 f4 ff ff       	callq  1440 <__sprintf_chk@plt>
    1fad:	ba 09 00 00 00       	mov    $0x9,%edx
    1fb2:	4c 89 ee             	mov    %r13,%rsi
    1fb5:	48 89 df             	mov    %rbx,%rdi
    1fb8:	e8 c3 f2 ff ff       	callq  1280 <strncmp@plt>
    1fbd:	85 c0                	test   %eax,%eax
    1fbf:	0f 94 c0             	sete   %al
    1fc2:	48 8b 5c 24 78       	mov    0x78(%rsp),%rbx
    1fc7:	64 49 33 1c 24       	xor    %fs:(%r12),%rbx
    1fcc:	75 11                	jne    1fdf <hexmatch+0xb6>
    1fce:	0f b6 c0             	movzbl %al,%eax
    1fd1:	48 81 c4 88 00 00 00 	add    $0x88,%rsp
    1fd8:	5b                   	pop    %rbx
    1fd9:	5d                   	pop    %rbp
    1fda:	41 5c                	pop    %r12
    1fdc:	41 5d                	pop    %r13
    1fde:	c3                   	retq   
    1fdf:	e8 dc f2 ff ff       	callq  12c0 <__stack_chk_fail@plt>

0000000000001fe4 <touch3>:
    1fe4:	f3 0f 1e fa          	endbr64 
    1fe8:	53                   	push   %rbx
    1fe9:	48 89 fb             	mov    %rdi,%rbx
    1fec:	c7 05 ca 53 00 00 03 	movl   $0x3,0x53ca(%rip)        # 73c0 <vlevel>
    1ff3:	00 00 00 
    1ff6:	48 89 fe             	mov    %rdi,%rsi
    1ff9:	8b 3d c9 53 00 00    	mov    0x53c9(%rip),%edi        # 73c8 <cookie>
    1fff:	e8 25 ff ff ff       	callq  1f29 <hexmatch>
    2004:	85 c0                	test   %eax,%eax
    2006:	74 2d                	je     2035 <touch3+0x51>
    2008:	48 89 da             	mov    %rbx,%rdx
    200b:	48 8d 35 fe 22 00 00 	lea    0x22fe(%rip),%rsi        # 4310 <_IO_stdin_used+0x310>
    2012:	bf 01 00 00 00       	mov    $0x1,%edi
    2017:	b8 00 00 00 00       	mov    $0x0,%eax
    201c:	e8 8f f3 ff ff       	callq  13b0 <__printf_chk@plt>
    2021:	bf 03 00 00 00       	mov    $0x3,%edi
    2026:	e8 27 04 00 00       	callq  2452 <validate>
    202b:	bf 00 00 00 00       	mov    $0x0,%edi
    2030:	e8 cb f3 ff ff       	callq  1400 <exit@plt>
    2035:	48 89 da             	mov    %rbx,%rdx
    2038:	48 8d 35 f9 22 00 00 	lea    0x22f9(%rip),%rsi        # 4338 <_IO_stdin_used+0x338>
    203f:	bf 01 00 00 00       	mov    $0x1,%edi
    2044:	b8 00 00 00 00       	mov    $0x0,%eax
    2049:	e8 62 f3 ff ff       	callq  13b0 <__printf_chk@plt>
    204e:	bf 03 00 00 00       	mov    $0x3,%edi
    2053:	e8 ce 04 00 00       	callq  2526 <fail>
    2058:	eb d1                	jmp    202b <touch3+0x47>

000000000000205a <test>:
    205a:	f3 0f 1e fa          	endbr64 
    205e:	48 83 ec 08          	sub    $0x8,%rsp
    2062:	b8 00 00 00 00       	mov    $0x0,%eax
    2067:	e8 05 fe ff ff       	callq  1e71 <getbuf>
    206c:	89 c2                	mov    %eax,%edx
    206e:	48 8d 35 eb 22 00 00 	lea    0x22eb(%rip),%rsi        # 4360 <_IO_stdin_used+0x360>
    2075:	bf 01 00 00 00       	mov    $0x1,%edi
    207a:	b8 00 00 00 00       	mov    $0x0,%eax
    207f:	e8 2c f3 ff ff       	callq  13b0 <__printf_chk@plt>
    2084:	48 83 c4 08          	add    $0x8,%rsp
    2088:	c3                   	retq   

0000000000002089 <start_farm>:
    2089:	f3 0f 1e fa          	endbr64 
    208d:	b8 01 00 00 00       	mov    $0x1,%eax
    2092:	c3                   	retq   

0000000000002093 <setval_219>:
    2093:	f3 0f 1e fa          	endbr64 
    2097:	c7 07 58 90 90 c3    	movl   $0xc3909058,(%rdi)
    209d:	c3                   	retq   

000000000000209e <getval_404>:
    209e:	f3 0f 1e fa          	endbr64 
    20a2:	b8 48 89 c7 c3       	mov    $0xc3c78948,%eax
    20a7:	c3                   	retq   

00000000000020a8 <getval_172>:
    20a8:	f3 0f 1e fa          	endbr64 
    20ac:	b8 59 ea 58 90       	mov    $0x9058ea59,%eax
    20b1:	c3                   	retq   

00000000000020b2 <addval_240>:
    20b2:	f3 0f 1e fa          	endbr64 
    20b6:	8d 87 48 89 c7 92    	lea    -0x6d3876b8(%rdi),%eax
    20bc:	c3                   	retq   

00000000000020bd <setval_384>:
    20bd:	f3 0f 1e fa          	endbr64 
    20c1:	c7 07 22 d8 c3 ea    	movl   $0xeac3d822,(%rdi)
    20c7:	c3                   	retq   

00000000000020c8 <addval_175>:
    20c8:	f3 0f 1e fa          	endbr64 
    20cc:	8d 87 29 78 90 90    	lea    -0x6f6f87d7(%rdi),%eax
    20d2:	c3                   	retq   

00000000000020d3 <getval_254>:
    20d3:	f3 0f 1e fa          	endbr64 
    20d7:	b8 48 89 c7 92       	mov    $0x92c78948,%eax
    20dc:	c3                   	retq   

00000000000020dd <getval_222>:
    20dd:	f3 0f 1e fa          	endbr64 
    20e1:	b8 48 89 c7 c3       	mov    $0xc3c78948,%eax
    20e6:	c3                   	retq   

00000000000020e7 <mid_farm>:
    20e7:	f3 0f 1e fa          	endbr64 
    20eb:	b8 01 00 00 00       	mov    $0x1,%eax
    20f0:	c3                   	retq   

00000000000020f1 <add_xy>:
    20f1:	f3 0f 1e fa          	endbr64 
    20f5:	48 8d 04 37          	lea    (%rdi,%rsi,1),%rax
    20f9:	c3                   	retq   

00000000000020fa <setval_436>:
    20fa:	f3 0f 1e fa          	endbr64 
    20fe:	c7 07 b7 48 89 e0    	movl   $0xe08948b7,(%rdi)
    2104:	c3                   	retq   

0000000000002105 <addval_117>:
    2105:	f3 0f 1e fa          	endbr64 
    2109:	8d 87 89 ca 00 d2    	lea    -0x2dff3577(%rdi),%eax
    210f:	c3                   	retq   

0000000000002110 <addval_227>:
    2110:	f3 0f 1e fa          	endbr64 
    2114:	8d 87 88 c1 84 d2    	lea    -0x2d7b3e78(%rdi),%eax
    211a:	c3                   	retq   

000000000000211b <getval_289>:
    211b:	f3 0f 1e fa          	endbr64 
    211f:	b8 89 d6 38 db       	mov    $0xdb38d689,%eax
    2124:	c3                   	retq   

0000000000002125 <addval_177>:
    2125:	f3 0f 1e fa          	endbr64 
    2129:	8d 87 8b c1 84 d2    	lea    -0x2d7b3e75(%rdi),%eax
    212f:	c3                   	retq   

0000000000002130 <setval_329>:
    2130:	f3 0f 1e fa          	endbr64 
    2134:	c7 07 89 d6 78 c0    	movl   $0xc078d689,(%rdi)
    213a:	c3                   	retq   

000000000000213b <setval_274>:
    213b:	f3 0f 1e fa          	endbr64 
    213f:	c7 07 48 89 e0 94    	movl   $0x94e08948,(%rdi)
    2145:	c3                   	retq   

0000000000002146 <getval_314>:
    2146:	f3 0f 1e fa          	endbr64 
    214a:	b8 88 ca 90 90       	mov    $0x9090ca88,%eax
    214f:	c3                   	retq   

0000000000002150 <setval_423>:
    2150:	f3 0f 1e fa          	endbr64 
    2154:	c7 07 48 89 e0 c2    	movl   $0xc2e08948,(%rdi)
    215a:	c3                   	retq   

000000000000215b <addval_149>:
    215b:	f3 0f 1e fa          	endbr64 
    215f:	8d 87 89 c1 84 c0    	lea    -0x3f7b3e77(%rdi),%eax
    2165:	c3                   	retq   

0000000000002166 <setval_231>:
    2166:	f3 0f 1e fa          	endbr64 
    216a:	c7 07 61 88 ca c3    	movl   $0xc3ca8861,(%rdi)
    2170:	c3                   	retq   

0000000000002171 <getval_492>:
    2171:	f3 0f 1e fa          	endbr64 
    2175:	b8 48 89 e0 c2       	mov    $0xc2e08948,%eax
    217a:	c3                   	retq   

000000000000217b <setval_394>:
    217b:	f3 0f 1e fa          	endbr64 
    217f:	c7 07 89 d6 c4 db    	movl   $0xdbc4d689,(%rdi)
    2185:	c3                   	retq   

0000000000002186 <addval_122>:
    2186:	f3 0f 1e fa          	endbr64 
    218a:	8d 87 48 89 e0 91    	lea    -0x6e1f76b8(%rdi),%eax
    2190:	c3                   	retq   

0000000000002191 <getval_356>:
    2191:	f3 0f 1e fa          	endbr64 
    2195:	b8 89 c1 90 c7       	mov    $0xc790c189,%eax
    219a:	c3                   	retq   

000000000000219b <getval_218>:
    219b:	f3 0f 1e fa          	endbr64 
    219f:	b8 8b ca 20 c9       	mov    $0xc920ca8b,%eax
    21a4:	c3                   	retq   

00000000000021a5 <setval_156>:
    21a5:	f3 0f 1e fa          	endbr64 
    21a9:	c7 07 48 8d e0 c3    	movl   $0xc3e08d48,(%rdi)
    21af:	c3                   	retq   

00000000000021b0 <getval_415>:
    21b0:	f3 0f 1e fa          	endbr64 
    21b4:	b8 89 ca 60 d2       	mov    $0xd260ca89,%eax
    21b9:	c3                   	retq   

00000000000021ba <getval_157>:
    21ba:	f3 0f 1e fa          	endbr64 
    21be:	b8 a9 c1 20 c0       	mov    $0xc020c1a9,%eax
    21c3:	c3                   	retq   

00000000000021c4 <setval_354>:
    21c4:	f3 0f 1e fa          	endbr64 
    21c8:	c7 07 8b d6 c3 43    	movl   $0x43c3d68b,(%rdi)
    21ce:	c3                   	retq   

00000000000021cf <setval_339>:
    21cf:	f3 0f 1e fa          	endbr64 
    21d3:	c7 07 89 c1 90 90    	movl   $0x9090c189,(%rdi)
    21d9:	c3                   	retq   

00000000000021da <setval_374>:
    21da:	f3 0f 1e fa          	endbr64 
    21de:	c7 07 89 ca 28 c9    	movl   $0xc928ca89,(%rdi)
    21e4:	c3                   	retq   

00000000000021e5 <addval_318>:
    21e5:	f3 0f 1e fa          	endbr64 
    21e9:	8d 87 99 d6 84 d2    	lea    -0x2d7b2967(%rdi),%eax
    21ef:	c3                   	retq   

00000000000021f0 <getval_429>:
    21f0:	f3 0f 1e fa          	endbr64 
    21f4:	b8 48 89 e0 c3       	mov    $0xc3e08948,%eax
    21f9:	c3                   	retq   

00000000000021fa <getval_255>:
    21fa:	f3 0f 1e fa          	endbr64 
    21fe:	b8 89 ca 38 db       	mov    $0xdb38ca89,%eax
    2203:	c3                   	retq   

0000000000002204 <getval_225>:
    2204:	f3 0f 1e fa          	endbr64 
    2208:	b8 09 d6 c3 b3       	mov    $0xb3c3d609,%eax
    220d:	c3                   	retq   

000000000000220e <getval_485>:
    220e:	f3 0f 1e fa          	endbr64 
    2212:	b8 48 89 e0 c2       	mov    $0xc2e08948,%eax
    2217:	c3                   	retq   

0000000000002218 <getval_308>:
    2218:	f3 0f 1e fa          	endbr64 
    221c:	b8 89 d6 08 db       	mov    $0xdb08d689,%eax
    2221:	c3                   	retq   

0000000000002222 <addval_144>:
    2222:	f3 0f 1e fa          	endbr64 
    2226:	8d 87 89 ca 84 c9    	lea    -0x367b3577(%rdi),%eax
    222c:	c3                   	retq   

000000000000222d <addval_425>:
    222d:	f3 0f 1e fa          	endbr64 
    2231:	8d 87 99 c1 38 c9    	lea    -0x36c73e67(%rdi),%eax
    2237:	c3                   	retq   

0000000000002238 <getval_377>:
    2238:	f3 0f 1e fa          	endbr64 
    223c:	b8 7c 8b c1 90       	mov    $0x90c18b7c,%eax
    2241:	c3                   	retq   

0000000000002242 <getval_433>:
    2242:	f3 0f 1e fa          	endbr64 
    2246:	b8 98 09 d6 c3       	mov    $0xc3d60998,%eax
    224b:	c3                   	retq   

000000000000224c <end_farm>:
    224c:	f3 0f 1e fa          	endbr64 
    2250:	b8 01 00 00 00       	mov    $0x1,%eax
    2255:	c3                   	retq   

0000000000002256 <save_char>:
    2256:	8b 05 88 5d 00 00    	mov    0x5d88(%rip),%eax        # 7fe4 <gets_cnt>
    225c:	3d ff 03 00 00       	cmp    $0x3ff,%eax
    2261:	7f 4a                	jg     22ad <save_char+0x57>
    2263:	89 f9                	mov    %edi,%ecx
    2265:	c0 e9 04             	shr    $0x4,%cl
    2268:	8d 14 40             	lea    (%rax,%rax,2),%edx
    226b:	4c 8d 05 5e 23 00 00 	lea    0x235e(%rip),%r8        # 45d0 <trans_char>
    2272:	83 e1 0f             	and    $0xf,%ecx
    2275:	45 0f b6 0c 08       	movzbl (%r8,%rcx,1),%r9d
    227a:	48 8d 0d 5f 51 00 00 	lea    0x515f(%rip),%rcx        # 73e0 <gets_buf>
    2281:	48 63 f2             	movslq %edx,%rsi
    2284:	44 88 0c 31          	mov    %r9b,(%rcx,%rsi,1)
    2288:	8d 72 01             	lea    0x1(%rdx),%esi
    228b:	83 e7 0f             	and    $0xf,%edi
    228e:	41 0f b6 3c 38       	movzbl (%r8,%rdi,1),%edi
    2293:	48 63 f6             	movslq %esi,%rsi
    2296:	40 88 3c 31          	mov    %dil,(%rcx,%rsi,1)
    229a:	83 c2 02             	add    $0x2,%edx
    229d:	48 63 d2             	movslq %edx,%rdx
    22a0:	c6 04 11 20          	movb   $0x20,(%rcx,%rdx,1)
    22a4:	83 c0 01             	add    $0x1,%eax
    22a7:	89 05 37 5d 00 00    	mov    %eax,0x5d37(%rip)        # 7fe4 <gets_cnt>
    22ad:	c3                   	retq   

00000000000022ae <save_term>:
    22ae:	8b 05 30 5d 00 00    	mov    0x5d30(%rip),%eax        # 7fe4 <gets_cnt>
    22b4:	8d 04 40             	lea    (%rax,%rax,2),%eax
    22b7:	48 98                	cltq   
    22b9:	48 8d 15 20 51 00 00 	lea    0x5120(%rip),%rdx        # 73e0 <gets_buf>
    22c0:	c6 04 02 00          	movb   $0x0,(%rdx,%rax,1)
    22c4:	c3                   	retq   

00000000000022c5 <check_fail>:
    22c5:	f3 0f 1e fa          	endbr64 
    22c9:	50                   	push   %rax
    22ca:	58                   	pop    %rax
    22cb:	48 83 ec 08          	sub    $0x8,%rsp
    22cf:	0f be 15 12 5d 00 00 	movsbl 0x5d12(%rip),%edx        # 7fe8 <target_prefix>
    22d6:	4c 8d 05 03 51 00 00 	lea    0x5103(%rip),%r8        # 73e0 <gets_buf>
    22dd:	8b 0d d9 50 00 00    	mov    0x50d9(%rip),%ecx        # 73bc <check_level>
    22e3:	48 8d 35 99 20 00 00 	lea    0x2099(%rip),%rsi        # 4383 <_IO_stdin_used+0x383>
    22ea:	bf 01 00 00 00       	mov    $0x1,%edi
    22ef:	b8 00 00 00 00       	mov    $0x0,%eax
    22f4:	e8 b7 f0 ff ff       	callq  13b0 <__printf_chk@plt>
    22f9:	bf 01 00 00 00       	mov    $0x1,%edi
    22fe:	e8 fd f0 ff ff       	callq  1400 <exit@plt>

0000000000002303 <Gets>:
    2303:	f3 0f 1e fa          	endbr64 
    2307:	41 54                	push   %r12
    2309:	55                   	push   %rbp
    230a:	53                   	push   %rbx
    230b:	49 89 fc             	mov    %rdi,%r12
    230e:	c7 05 cc 5c 00 00 00 	movl   $0x0,0x5ccc(%rip)        # 7fe4 <gets_cnt>
    2315:	00 00 00 
    2318:	48 89 fb             	mov    %rdi,%rbx
    231b:	48 8b 3d 8e 50 00 00 	mov    0x508e(%rip),%rdi        # 73b0 <infile>
    2322:	e8 09 f1 ff ff       	callq  1430 <getc@plt>
    2327:	83 f8 ff             	cmp    $0xffffffff,%eax
    232a:	74 18                	je     2344 <Gets+0x41>
    232c:	83 f8 0a             	cmp    $0xa,%eax
    232f:	74 13                	je     2344 <Gets+0x41>
    2331:	48 8d 6b 01          	lea    0x1(%rbx),%rbp
    2335:	88 03                	mov    %al,(%rbx)
    2337:	0f b6 f8             	movzbl %al,%edi
    233a:	e8 17 ff ff ff       	callq  2256 <save_char>
    233f:	48 89 eb             	mov    %rbp,%rbx
    2342:	eb d7                	jmp    231b <Gets+0x18>
    2344:	c6 03 00             	movb   $0x0,(%rbx)
    2347:	b8 00 00 00 00       	mov    $0x0,%eax
    234c:	e8 5d ff ff ff       	callq  22ae <save_term>
    2351:	4c 89 e0             	mov    %r12,%rax
    2354:	5b                   	pop    %rbx
    2355:	5d                   	pop    %rbp
    2356:	41 5c                	pop    %r12
    2358:	c3                   	retq   

0000000000002359 <notify_server>:
    2359:	f3 0f 1e fa          	endbr64 
    235d:	53                   	push   %rbx
    235e:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
    2365:	48 83 0c 24 00       	orq    $0x0,(%rsp)
    236a:	48 81 ec 00 10 00 00 	sub    $0x1000,%rsp
    2371:	48 83 0c 24 00       	orq    $0x0,(%rsp)
    2376:	48 83 ec 10          	sub    $0x10,%rsp
    237a:	64 48 8b 04 25 28 00 	mov    %fs:0x28,%rax
    2381:	00 00 
    2383:	48 89 84 24 08 20 00 	mov    %rax,0x2008(%rsp)
    238a:	00 
    238b:	31 c0                	xor    %eax,%eax
    238d:	83 3d 38 50 00 00 00 	cmpl   $0x0,0x5038(%rip)        # 73cc <is_checker>
    2394:	0f 85 8e 00 00 00    	jne    2428 <notify_server+0xcf>
    239a:	81 3d 40 5c 00 00 9c 	cmpl   $0x1f9c,0x5c40(%rip)        # 7fe4 <gets_cnt>
    23a1:	1f 00 00 
    23a4:	7f 18                	jg     23be <notify_server+0x65>
    23a6:	0f be 05 3b 5c 00 00 	movsbl 0x5c3b(%rip),%eax        # 7fe8 <target_prefix>
    23ad:	83 3d 04 50 00 00 00 	cmpl   $0x0,0x5004(%rip)        # 73b8 <notify>
    23b4:	74 23                	je     23d9 <notify_server+0x80>
    23b6:	8b 15 08 50 00 00    	mov    0x5008(%rip),%edx        # 73c4 <authkey>
    23bc:	eb 20                	jmp    23de <notify_server+0x85>
    23be:	48 8d 35 a3 20 00 00 	lea    0x20a3(%rip),%rsi        # 4468 <_IO_stdin_used+0x468>
    23c5:	bf 01 00 00 00       	mov    $0x1,%edi
    23ca:	e8 e1 ef ff ff       	callq  13b0 <__printf_chk@plt>
    23cf:	bf 01 00 00 00       	mov    $0x1,%edi
    23d4:	e8 27 f0 ff ff       	callq  1400 <exit@plt>
    23d9:	ba ff ff ff ff       	mov    $0xffffffff,%edx
    23de:	85 ff                	test   %edi,%edi
    23e0:	74 62                	je     2444 <notify_server+0xeb>
    23e2:	48 8d 1d b5 1f 00 00 	lea    0x1fb5(%rip),%rbx        # 439e <_IO_stdin_used+0x39e>
    23e9:	48 89 e7             	mov    %rsp,%rdi
    23ec:	48 8d 0d ed 4f 00 00 	lea    0x4fed(%rip),%rcx        # 73e0 <gets_buf>
    23f3:	51                   	push   %rcx
    23f4:	56                   	push   %rsi
    23f5:	50                   	push   %rax
    23f6:	52                   	push   %rdx
    23f7:	49 89 d9             	mov    %rbx,%r9
    23fa:	44 8b 05 0f 4c 00 00 	mov    0x4c0f(%rip),%r8d        # 7010 <target_id>
    2401:	48 8d 0d 9b 1f 00 00 	lea    0x1f9b(%rip),%rcx        # 43a3 <_IO_stdin_used+0x3a3>
    2408:	ba 00 20 00 00       	mov    $0x2000,%edx
    240d:	be 01 00 00 00       	mov    $0x1,%esi
    2412:	b8 00 00 00 00       	mov    $0x0,%eax
    2417:	e8 24 f0 ff ff       	callq  1440 <__sprintf_chk@plt>
    241c:	48 83 c4 20          	add    $0x20,%rsp
    2420:	48 89 df             	mov    %rbx,%rdi
    2423:	e8 78 ee ff ff       	callq  12a0 <puts@plt>
    2428:	48 8b 84 24 08 20 00 	mov    0x2008(%rsp),%rax
    242f:	00 
    2430:	64 48 33 04 25 28 00 	xor    %fs:0x28,%rax
    2437:	00 00 
    2439:	75 12                	jne    244d <notify_server+0xf4>
    243b:	48 81 c4 10 20 00 00 	add    $0x2010,%rsp
    2442:	5b                   	pop    %rbx
    2443:	c3                   	retq   
    2444:	48 8d 1d 4e 1f 00 00 	lea    0x1f4e(%rip),%rbx        # 4399 <_IO_stdin_used+0x399>
    244b:	eb 9c                	jmp    23e9 <notify_server+0x90>
    244d:	e8 6e ee ff ff       	callq  12c0 <__stack_chk_fail@plt>

0000000000002452 <validate>:
    2452:	f3 0f 1e fa          	endbr64 
    2456:	53                   	push   %rbx
    2457:	89 fb                	mov    %edi,%ebx
    2459:	83 3d 6c 4f 00 00 00 	cmpl   $0x0,0x4f6c(%rip)        # 73cc <is_checker>
    2460:	74 72                	je     24d4 <validate+0x82>
    2462:	39 3d 58 4f 00 00    	cmp    %edi,0x4f58(%rip)        # 73c0 <vlevel>
    2468:	75 32                	jne    249c <validate+0x4a>
    246a:	8b 15 4c 4f 00 00    	mov    0x4f4c(%rip),%edx        # 73bc <check_level>
    2470:	39 fa                	cmp    %edi,%edx
    2472:	75 3e                	jne    24b2 <validate+0x60>
    2474:	0f be 15 6d 5b 00 00 	movsbl 0x5b6d(%rip),%edx        # 7fe8 <target_prefix>
    247b:	4c 8d 05 5e 4f 00 00 	lea    0x4f5e(%rip),%r8        # 73e0 <gets_buf>
    2482:	89 f9                	mov    %edi,%ecx
